Project Website,Lead Signal Date,Investment Announcement Date,Project Description (100 words),Investment Stage,Lead Time,Lead Time (Months),Round Investment Amount ($M),Total Money Raised ($M),Latest Round Co-Investors,Previous Round Investors
www.go1.com/,10/16/2022,05/08/2023,"Go1 is the premier global L&D partner, offering a comprehensive ecosystem of engaging content tailored to diverse business needs. Trusted by 17,000+ enterprises including Microsoft and Fanatics, Go1 curates content from 250+ providers, ensuring top-notch quality and compliance. Seamlessly integrating with 70+ platforms, Go1 fosters learning within workflow, eliminating toggling between systems. Its content aggregation model matches learners with personalized, high-quality materials, ranging from bite-sized modules to hands-on labs, fostering scalable upskilling. With the world's largest learning library, Go1 future-proofs workforces, delivering relevant solutions for businesses of all sizes, making learning a seamless and effective endeavor.",Venture Round,204,7,30,413.7,Insight Partners,"Y Combinator, TEN13, SoftBank Vision Fund, SEEK, Scott Shleifer, Salesforce Ventures, Madrona, M12 - Microsoft's Venture Fund, Larsen Ventures, John Curtius, Five Sigma, Blue Cloud Ventures, AirTree Ventures"
www.koop.ai,12/22/2022,07/11/2023,"Koop is the epitome of innovation in commercial insurance, pioneering the title of the World's Smartest Commercial Insurance™ by seamlessly integrating Enterprise Risk Management (ERM) automation for technology companies. Renowned for automating risk controls and slashing insurance costs by over 30%, Koop caters to ambitious enterprises across various sectors. From satisfying contractual requirements to reducing enterprise risk and unlocking insurance benefits, Koop's ERM automation ensures unparalleled protection. The company covers startups to mature enterprises, offering smart coverage and risk management tools at every stage of their journey. Trusted by leading technology companies and backed by A.M. Best Rated A+ carriers, Koop is transforming the insurance landscape with its forward-thinking approach.",Venture Round,201,7,4.5,7,"WestWave Capital, Ubiquity Ventures, Sure Ventures, Fusion Fund, Bee Partners, Alley Robotics Ventures","WestWave Capital, Ubiquity Ventures, Bee Partners"
www.kiwibot.com/,10/16/2022,05/03/2023,"Kiwibot leads the charge in autonomous delivery services with its charming fleet of robots, transforming the landscape of robotic delivery. Offering an affordable solution, Kiwibot's autonomous delivery service employs all-electric, sustainable robots powered by cutting-edge AI. With operations spanning over 35 locations and universities globally, Kiwibot revolutionizes food and package delivery, prioritizing efficiency and convenience. These adorable robots, equipped with Level 4 autonomy, navigate sidewalks autonomously, enhancing lives and sustainability efforts worldwide. Kiwibot's commitment to innovation extends to its Kiwibot U Startup Program, offering young talent a unique opportunity to shape the future of last-mile delivery while experiencing the dynamic world of tech-startups firsthand.",Venture Round,199,7,6.1,30.1,-,"kineo finance, Bay Wharf Capital, Propel(X), Headline Asia (formerly Infinity Ventures)"
www.propelleraero.com/,10/16/2022,04/17/2023,"Propeller Aero transforms the landscape of site management by replacing guesswork with precision, empowering teams to map, measure, and manage reality with survey-grade accuracy. Through interactive 3D surveys, Propeller offers a new perspective, rendering site details comprehensible to both teams and clients. With fully-integrated drone surveying workflows and cloud-based software, data capture becomes effortless, turning days of manual processing into minutes. Propeller fosters seamless collaboration between office and worksite, offering robust tools for mapping, measurement, and management across industries like construction, aggregates, mining, and waste management. With Propeller, teams gain confidence in decision-making, ensuring projects progress with unparalleled clarity and efficiency.",Venture Round,183,7,15,47.3,"Leigh Jasper, Costanoa Ventures, Cliff Obrecht, Blackbird Ventures, Aware Super","Costanoa Ventures, Blackbird Ventures, Sequoia Capital China, Accel, Mike Zimmerman, Michael Gonski, Alan Jones, Cicada Innovations, Startmate"
tolv-systems.com/en/,02/09/2023,07/04/2023,"TOLV, formerly known as Phoenix Mobility, pioneers electrification solutions for businesses, offering transformative electric powertrain conversions designed and manufactured in France. With installations completed in just one week, transitioning to electric vehicles promises immediate and lasting environmental benefits. Cost-effective and sustainable, TOLV's retrofitting solutions cut costs by two to three times compared to new electric vehicles, with significant reductions in greenhouse gas emissions. Backed by rigorous component selection and warranties, TOLV ensures durability and quality in every conversion. Join the movement towards electric mobility, driving cleaner, quieter vehicles while preserving original amenities and optimizing total cost of ownership.",Venture Round,145,5,7,10.3,"Shift4Good, Rhône Dauphiné Développement, Amundi",-
pop.in,10/30/2022,03/21/2023,Pop.in is a social gaming platform designed to bring people together through a variety of games and interactive experiences.,Venture Round,142,5,3,3,500 Global,"William Sahlman, Miramar Ventures, Miramar Digital Ventures, Foxhaven, Davod Azad, Chris M. Williams, 500 Global"
www.joinbonnet.com,10/16/2022,02/23/2023,"Bonnet, recently joined by OVO, is a user-friendly EV charging service offering a comprehensive app for planning routes, charging electric vehicles across Europe, and providing cost savings and rewards for members.",Venture Round,130,5,3.8,10.8,"William Shu, The Twenty Minute VC, Lightspeed Venture Partners, Lawrence Leuschner, Jon McNeill, Joe Falter, Google Ventures","William Shu, The Twenty Minute VC, Lightspeed Venture Partners, Jon McNeill, Joe Falter, Google Ventures, APX"
https://www.terabase.energy/,03/12/2023,07/18/2023,"Terabase Energy pioneers solar technology for the Terawatt era, establishing an interconnected digital and automation platform to enhance cost efficiency and scalability in large-scale solar power plants. Their innovative products and services span the entire life cycle of solar projects, offering solutions for pre-construction, construction, and plant controls. Terafab, their automated field factory, revolutionizes construction with high throughput, 24/7 operation, and modularity, doubling labor productivity. Terabase's cloud-based tools and construction automation empower utility-scale solar projects, reflected in their global impact—3 TW simulated across 30,000+ projects in 30 countries. Recognized for groundbreaking achievements, Terabase Energy stands at the forefront of clean energy innovation.",Venture Round,128,5,25,75,"SJF Ventures, Prelude Ventures, Fifth Wall, EDP Ventures","SJF Ventures, Prelude Ventures, Breakthrough Energy Ventures, Powerhouse Ventures, City Light Capital"
www.thirdwave.ai/,10/24/2022,02/15/2023,Third Wave Automation provides a flexible autonomous warehouse system with multimode forklifts and intelligent fleet management for improved materials handling solutions.,Venture Round,114,4,15,70,"Zebra Technologies, Qualcomm Ventures","Toyota Ventures, Norwest Venture Partners, Innovation Endeavors, Eclipse Ventures"
www.apperio.com,10/17/2022,01/20/2023,"Apperio is a platform providing real-time visibility of legal spend, helping corporates and law firms manage costs effectively and enhance collaboration.",Venture Round,95,3,7,19.9,"Volution, Notion Capital, Nextlaw Ventures, Molten Ventures, IQ Capital","Notion Capital, Molten Ventures, IQ Capital"
www.litify.com,11/08/2022,02/03/2023,"Litify offers a flexible and secure legal operating platform that connects legal teams, improving collaboration and business outcomes.",Venture Round,87,3,19.8,78.6,Bessemer Venture Partners,Tiger Global Management
"www.venusaero.com/",03/12/2023,06/06/2023,"Venus Aerospace, founded in 2020, spearheads hypersonic flight technology, envisioning one-hour global transport to revolutionize connectivity and safety. While others target outer space, Venus focuses on Earth's immediate needs, bridging distant corners swiftly and economically with STARGAZER™ propulsion. With a team boasting expertise from elite space institutions, including PhDs, rocket scientists, and engineers, Venus Aerospace blends cutting-edge innovation with diverse life experiences. Committed to Mach 9 advancement, the team, comprising parents, veterans, and BBQ enthusiasts, embraces challenges, ensuring #HomeForDinner. As pioneers in hypersonic flight, Venus Aerospace accelerates toward a future where boundaries dissolve, fostering a safer and interconnected world.",Venture Round,86,3,15.9,39.1,"Morrison Seger Venture Capital Partners, Airbus Ventures","The Helm, Tamarack Global, Seraph Group, Saturn Five, Prime Movers Lab, Praxis, Draper Associates, Dennis Muilenburg, Cantos, Boost VC, Hanfield Venture Partners, Alumni Ventures, XFactor Ventures, Shane Neman, Saturn Five, Prime Movers Lab"
www.3dfortify.com,03/14/2023,06/01/2023,"Fortify, a Boston-based digital manufacturing powerhouse, redefines material architecture through its cutting-edge DCM platform. Combining DLP Additive Manufacturing with Polymer Matrix Composites, Fortify crafts proprietary materials boasting unparalleled mechanical, electrical, thermal, and electromagnetic properties. Their patented innovation allows real-time property optimization during production, revolutionizing device performance. With a full-stack approach encompassing materials, software, and hardware, Fortify enables high-value applications previously deemed unattainable. Powered by AI-driven software and magnetically aligned fibers, their technology heralds a new era in composite materials, driving efficiency and sophistication in complex part design and processing. As leaders in architected materials, Fortify shapes the future of digital manufacturing with unrivaled ingenuity and precision.",Venture Round,79,3,12.5,46.3,"RTX Ventures, Prelude Ventures, Ocean Azul Partners, Neotribe Ventures, Mainspring Capital Partners, Lockheed Martin Ventures, Cota Capital, Accel","Lockheed Martin Venture, In-Q-Tel, Prelude Ventures, Neotribe Ventures, Cota Capital, Accel, National Science Foundation, Mainspring Capital Partners, River Valley Investors, Ocean Azul Partners, Carbon Ventures"
